Series Name,Series Code,Time,Time Code,Austria [AUT],Belgium [BEL],Bulgaria [BGR],Croatia [HRV],Czech Republic [CZE],Denmark [DNK],Cyprus [CYP],Estonia [EST],Finland [FIN],France [FRA],Germany [DEU],Greece [GRC],Hungary [HUN],Ireland [IRL],Italy [ITA],Latvia [LVA],Liechtenstein [LIE],Lithuania [LTU],Iceland [ISL],Luxembourg [LUX],Malta [MLT],Netherlands [NLD],Poland [POL],Portugal [PRT],Romania [ROU],Slovak Republic [SVK],Slovenia [SVN],Spain [ESP],Sweden [SWE],Norway [NOR],European Union [EUU]
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..,..,11359117000000,47203000000,..,..,..,..,477333912555,..,..,..,..,..,..,..,..,353574367174.849,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..,..,13217888000000,48270000000,..,..,..,..,468516818863,..,..,..,..,..,..,..,..,371877253130.164,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..,..,14635740000000,52398000000,..,..,..,..,404280094398,..,..,..,..,..,..,..,..,376567538595.86,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..,..,16527536000000,50027000000,..,..,..,..,518383642000,..,..,..,..,..,..,..,..,362164110762.843,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..,..,17643496000000,53192000000,..,..,..,..,562037452217,..,..,..,..,..,..,..,..,346976492299.199,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..,..,19593061000000,87890000000,..,..,..,..,1227326820820.02,..,..,..,..,..,..,..,..,414755655455.078,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..,..,21227454000000,113452000000,..,..,..,..,1577587489000,..,..,..,..,..,..,..,..,547575671311.549,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..,..,22045671000000,138551000000,..,..,..,..,1713201398030,..,..,..,..,..,..,..,..,579526076528.808,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..,..,25525264000000,192132000000,..,..,..,..,1922042258070,..,..,..,..,..,..,..,..,662913672760.408,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..,..,27013343000000,227798000000,..,..,..,..,1997640744365.59,..,..,..,..,..,..,..,..,872119759437.524,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..,..,28462145000000,236396000000,..,..,..,..,..,..,..,..,..,..,..,..,..,1019558139649.63,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..,..,31995288000000,236301000000,..,..,..,..,..,..,..,..,..,..,..,..,..,1158183701791.16,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,33299616000000,232665000000,..,..,..,..,..,..,..,..,..,..,..,..,..,1128716991847.77,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,34527404000000,230468000000,..,..,..,..,1831531468007,..,..,..,..,..,..,..,..,1164774959488.17,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,YR1960,..,..,..,..,..,..,..,..,..,9183552631.46641,..,532846654.666156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2385265213.76898,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1961,YR1961,..,..,..,..,..,..,..,..,..,10205276007.2763,..,579796323.561002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2589324157.94784,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1962,YR1962,..,..,..,..,..,..,..,..,..,11673422080.4491,..,633819962.163773,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2968042061.42839,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1963,YR1963,..,..,..,..,..,..,..,..,..,13400652754.77,..,683517211.778508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3314265286.49442,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1964,YR1964,..,..,..,..,..,..,..,..,..,14888728412.6465,..,797377683.744031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3675381894.55773,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1965,YR1965,..,..,..,..,..,..,..,..,..,16108418996.5131,..,917814630.438021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4175761490.19474,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1966,YR1966,..,..,..,..,..,2138006392.5769,..,..,..,17539363178.239,..,1029602206.6558,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4833198769.04657,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1967,YR1967,..,..,..,..,..,2434167430.20369,..,..,..,19217434210.2908,..,1234206671.54129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5421584822.43941,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1968,YR1968,..,..,..,..,..,2631170666.66667,..,..,..,21522622841.0192,..,1331440815.85996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6057165537.02018,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1969,YR1969,..,..,..,..,..,3047134266.66667,..,..,..,23764590235.7124,..,1487968865.23046,..,..,..,..,..,..,..,..,..,6091727152.579,..,..,..,..,..,..,6644197653.5334,..,..
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1970,YR1970,2200706906.58904,4483630334.81242,..,..,..,3579366933.33333,..,..,1622142412.23103,25234439588.9926,35081779297.8144,1660411363.63636,..,717964089.96409,17048369888.4758,..,..,..,69875454.5454545,162369665.187576,44800638.780136,6972429597.61368,..,975703626.220363,..,..,..,4046005467.07868,7708800800.27836,2012627924.23245,117210689335.374
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1971,YR1971,2570373664.5005,5299932406.87443,..,..,..,4268968396.10573,..,..,1875737993.74822,28812596187.9957,43379490771.2039,1814038636.36364,..,866676696.052127,20490253433.2085,..,..,..,91892840.9090909,188651258.77012,48715279.9746916,8497066666.66667,..,1083004946.99647,..,..,..,4681686946.10778,8816283540.45143,2400544225.40002,139440957504.058
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1972,YR1972,3142297458.18204,6804752176.70241,..,..,..,5211714417.27944,..,..,2226118583.30943,35414824447.3342,53091518922.8976,2021623863.63636,..,1080018882.76947,24718545816.7331,..,..,..,127682528.89191,237004032.627624,52752362.7362736,10751059118.3741,..,1308177168.27279,..,..,..,5869165933.21253,10492458277.3392,2909747730.79142,170681213038.065
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1973,YR1973,4334861761.19193,8865218174.29104,..,..,..,6748558558.55856,..,..,2883271044.03299,46540954625.8103,73273110501.2806,2473437284.23475,..,1305859733.74494,28668066423.1152,..,..,..,169960057.694441,312068101.842269,62801420.0907927,14051346917.8622,..,1681548650.85854,..,..,..,7794806681.89606,12710517161.633,3815775781.3313,222471726588.418
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1974,YR1974,5401044243.22733,10607580260.9776,..,..,..,8078001771.97329,..,..,3736588939.65653,51477086743.0442,88265367394.7547,3455832954.54546,..,1512394218.37599,30974796963.382,..,..,..,248075937.968984,386893434.134217,71005679.9198129,17294382900.2377,..,2149388318.86346,..,..,..,10038215171.6181,14452377213.1369,4653320576.92655,260506752305.369
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1975,YR1975,6725932290.43217,13889753537.3478,..,..,..,9955216490.89833,85592100.8590874,..,4985248424.11508,70640966804.3445,102731107083.234,4237400637.61955,..,1967001916.37631,36352689798.3393,..,..,..,235718802.86272,494538115.608204,80697869.0170702,21668250348.5535,..,2520474509.80392,..,..,..,12508959710.1449,18609611579.4037,5962425146.83656,322997544507.103
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1976,YR1976,7381283884.32922,15150994043.8871,..,..,..,10740368072.7874,94030899.7273553,..,5699006000.92322,74008467631.7946,106064565247.786,4539789179.10448,..,1901682988.96122,34573255408.2345,..,..,..,266578800.021957,534862904.911181,85870948.1975159,23630504417.4029,..,2430168435.01326,..,..,..,13951740114.3994,20966125783.4202,6781453312.563,338019756041.079
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1977,YR1977,8768401715.0945,18088937760.2701,..,..,..,11849303871.2687,102825251.601098,..,6156116275.63819,82722653115.8064,122316889749.853,5582996299.72248,..,2139632916.60942,40399455343.4277,..,..,..,355219490.119173,638124479.459764,95716681.9152181,28408002693.7236,..,2618740178.10372,..,..,..,15876975903.6145,24493601660.1214,7937071475.53301,388977742869.424
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1978,YR1978,10956079598.2185,22913595235.0455,..,..,..,14766583070.395,126189484.237496,..,6548544981.94946,104117732558.14,151726385102.24,6739656771.79963,..,2794063575.95892,51241900752.909,..,..,..,428360480.985578,782736518.50903,121667037.985964,35357140150.7435,..,2847204379.56204,..,..,..,19960188151.0417,27509866703.5521,9178223298.93367,481690668520.936
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1979,YR1979,12955363149.7684,26712898183.8195,..,..,..,17528764303.3644,164721437.125749,..,7824744619.14212,125610545790.934,179812896489.169,8522415823.36706,..,3693190038.68472,64337995572.1277,..,..,..,502433323.87975,934859933.957072,152334371.257485,41729689113.4791,..,3208663934.42623,..,..,..,27794902825.9792,32922847262.7184,10274876088.5449,581911024278.59
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1980,YR1980,14388328547.1176,29006828114.2227,2717692307.69231,..,..,18683464930.1797,294400829.187396,..,9499521836.14919,147593914933.251,198468286851.732,8880241406.8745,..,4819302799.80579,78984627176.1248,..,..,..,574099633.149908,1065297834.18403,186616828.237634,44983722456.2181,..,4161717661.19343,..,..,..,31668531213.7387,38663018985.2468,12044258179.4623,663267243195.026
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1981,YR1981,12761089165.3707,25243179378.5311,2927857142.85714,..,..,16875712159.9236,305022315.202231,..,9622485533.20474,133901025950.513,171523763738.641,8991362238.62239,..,4586558118.89973,76956172713.3367,..,..,..,603683231.361258,933051825.293351,198367895.204263,37886091671.8184,..,4187297719.86971,..,..,..,29490522256.2624,35686595686.6927,11820716090.2518,598422979580.808
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1982,YR1982,13076647253.3678,21883725763.7295,2903333333.33333,..,..,16728893236.0424,320441800.246609,..,9745898606.14284,129851282563.13,164005706778.432,9505344387.7551,..,4735180639.39191,76658461274.1589,..,..,..,582840796.664373,802162722.938372,210347812.5,37327567302.1375,..,3964663723.5116,..,..,..,28842431621.99,31297259796.8994,11901921289.123,577275092707.865
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1983,YR1983,13231553700.0153,20417394161.7357,2566722222.22222,..,..,16363494477.8568,326705895.439377,..,9577284372.33134,125159652293.657,160798861355.802,8894327012.3839,..,4476877654.88891,81248207164.7119,..,..,..,504908899.157905,756861854.043392,193509480.790231,35954595706.8952,..,3587422547.95512,..,..,..,25907525522.0418,28084868868.2814,11680828901.9242,562302404447.325
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1984,YR1984,12501642390.4821,19460628385.9257,2662166666.66667,..,..,14853481934.2255,321448753.738784,..,10020775623.2687,119566163776.927,149830837536.939,8907143893.5913,..,4190778299.47072,79410936301.5208,..,..,..,480428220.750496,723200432.839989,177236614.209889,31743191964.2857,..,3297235551.90359,..,..,..,25673200165.5972,28217855496.9898,11285793052.7477,535117595853.467
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1985,YR1985,12890566706.5709,19698226781.7107,2843578947.36842,..,..,15407695160.6206,341884261.036468,..,11010168841.1358,124921156373.193,150847294246.612,9220340488.52702,..,4400891230.11577,82680266504.4113,..,..,..,527486914.476109,764105509.885182,182818997.071742,32161109010.0849,..,3661935286.50429,..,..,..,27455209980.4305,29138755471.356,11706951100.3583,551925687262.18
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1986,YR1986,18604377827.8504,27229273252.6639,3431823529.41177,..,..,20726308243.7276,436127796.610169,..,14655172413.7931,172084477696.752,214224894262.812,10305779941.5774,..,6008846863.07758,115128161319.652,..,..,..,722038195.610181,1090995484.91963,231707013.327507,44750227558.9135,..,5177765581.02131,..,..,..,37674951170.2507,37971661870.4026,14967071010.3182,763340201746.021
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1987,YR1987,23284168480.6269,33646069475.9589,4741461538.46154,..,..,26586075464.5264,615387819.732034,..,18606790206.9525,206882025537.488,268625227638.738,12225632108.7066,..,6697629798.68914,150717392590.379,..,..,..,1043729427.15605,1435986709.88655,289286655.069583,56828988468.2332,..,6357425786.25302,..,..,..,49364952701.7922,44836964134.7549,18824786641.9295,953731489954.517
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1988,YR1988,24685796723.5038,34315230279.7586,3682000000,..,..,28542730446.4087,712810539.523212,..,21384506041.2225,221061557097.236,286460315068.493,12492009608.4554,..,6797967606.4787,170312864921.154,..,..,..,1219243518.38936,1545477893.58201,323412352.406903,59217997547.1067,..,7719989275.76602,..,..,..,57684636480.5028,49361910285.2853,20310112014.7307,1031725067482.73
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1989,YR1989,24206603328.1331,33592786138.4111,3635722222.22222,..,..,27383445459.7685,729340236.686391,..,23109325204.3786,216700596339.708,272534005201.29,13771233529.1649,..,6558023551.73568,175622537115.439,..,..,..,1096205563.28868,1604582719.08272,349154348.361665,56476096851.2938,..,8733700662.08302,..,..,..,65677402670.4146,52561907785.137,20548048374.2487,1028529632988.05
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1990,YR1990,29922915042.9626,41512505070.0145,3752272727.27273,..,8934619818.41475,33050245128.1388,969374263.764405,..,29519514849.9456,268671244428.382,338394845055.078,17114345872.7429,..,8480368633.58082,231555578215.902,..,..,..,1241164860.5616,2089472235.63496,413413751.181953,69055591310.662,..,11959774293.3483,5195454545.45455,3347324149.31437,2975235169.49153,87184721841.332,65886216040.4136,24298768311.5804,1296618752955.24
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1991,YR1991,31557192103.7124,43918753927.9386,2082903225.80645,..,6446149845.64237,33759379348.081,1065071338.38384,..,30554330245.5521,274862225322.637,349061873895.109,17338209384.9318,8660325527.53061,9058514894.15642,245398546277.509,..,..,..,1368721750.34706,2190413585.35145,462778353.253652,71689730669.4955,..,15053561398.6402,4393421052.63158,3521782049.69712,2369353043.47826,97661945876.7014,71262865646.9615,25600425735.3962,1351904731717.07
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1992,YR1992,36069773729.0258,49212420451.6938,2104896907.21649,..,7168239579.05907,36949068438.23,1315868187.74446,..,27312184762.4104,311955390334.572,409711959924.859,18535996961.0297,9973525981.69602,10396028406.8069,257832973762.765,..,..,..,1445058584.5386,2556091969.88708,524188989.096783,81308863032.5815,..,18181281853.2819,3587916666.66667,4698841376.63346,2503975530.66038,112339151958.394,76915324856.6228,28721538337.7585,1514235857540.21
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1993,YR1993,36744077487.2826,47853703824.6269,2042028985.50725,..,8563666713.54578,36230002776.107,1111899057.71496,826294257.740143,20787967107.3176,309658327542.275,400838755471.43,18061283888.2283,11125479507.0822,9637094080.70706,206414547434.478,..,..,..,1298959430.91451,2607307486.00746,502572599.663111,80135467370.6692,..,16612122179.2794,3254210526.31579,4644561841.1806,2627743280.42328,96326090992.2866,58299200863.3759,26495538546.1158,1404768442585.15
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1994,YR1994,39576138296.5908,51675287195.5631,1666918819.18819,..,10165309960.0486,38110158475.6155,1236905357.14286,959245002.968534,23136027319.2943,323212429111.531,425888875497.168,18638682022.4719,10996216663.1628,10395257714.9588,205465023054.755,..,..,..,1327209768.04433,2816031709.66964,565297057.821197,85256715340.8403,..,17487279468.599,4140060422.96072,4844475382.60766,2857160558.13954,94237853806.9805,60443364437.5324,27492206982.5436,1464913373864.16
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1995,YR1995,47218575133.0695,61346469622.3317,2913586309.52381,5584614208.15172,12171024868.1236,44497989433.1001,1233247089.26261,1106445003.93391,29380446623.0937,371080299645.157,502268322642.282,24354348727.7541,10617356325.7706,11931666666.6667,204799714727.208,1363307187.67827,..,1887930157.12114,1513407658.16944,3437313902.57252,618555447.470817,101432884984.903,26828453608.2474,20626269072.5753,4585341859.3212,6146454901.96078,3805602304.89284,108255938083.8,68113916420.1702,31869396388.4329,1677606074956.14
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1996,YR1996,46419911619.4437,60638045602.6059,1702625070.26419,5326266975.81981,13164132148.5935,45229536275.3721,1316562107.90464,1082417739.62804,29279057727.1551,376847031670.727,492270600467.897,25683058890.1472,10093824498.0075,12587287802.4194,231203413226.252,1311288922.91986,..,2018599913.68148,1571216087.21805,3506238436.48208,682944259.171034,96290196078.4314,29593857794.5922,21679166883.2857,4311709373.98638,7065190114.06844,3811008498.58357,112370944437.147,75374291679.0933,33300877546.5906,1710859208213.68
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1997,YR1997,41708591723.9824,53451285520.9743,1374119150.96022,5158913092.88056,12567526641.5551,41022940722.2348,1412086659.06499,1051825180.34265,27047302714.4657,339988761519.443,428127678772.84,25314102208.9105,10053140117.3087,13334730778.4145,219599818099.136,1372441325.91338,..,2444676132.93051,1573756133.26695,3211936175.01128,680458236.013791,87493788118.3646,28777178056.2925,20593303602.0583,4515066964.28571,6369728106.9446,3664545768.30732,100352272727.273,67872401734.1419,32235841321.0055,1548560619850.05
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1998,YR1998,42676478434.8599,54536341409.202,2757419904.56714,5771376487.04289,12839361609.8534,42706600853.6294,1646380090.49774,1174398487.03972,27577881619.9377,339931065154.547,427605868622.874,25271345901.0723,10187395902.178,13960205450.2635,222620720419.315,1621726438.69892,..,2909342943.46137,1798597198.63638,3195056679.26206,718863962.868825,91226394134.6367,30875870403.4068,22103289180.7658,4958539882.8301,6922391766.41683,3906286785.92037,104385789063.37,68713946087.3722,32938860982.6245,1572800337675.89
